,Epoch,Step,Discriminator Loss,Generator Classification Loss,Generator MSE Loss,Generator Loss
0,0,19,1.2688285380601882,0.6613324731588364,0.10473765172064305,0.1060603154823184
1,0,39,0.7645647153258324,0.4361758932471275,0.032063134014606476,0.03293548598885536
2,0,59,0.6348969623446464,0.41816056072711943,0.026451190281659365,0.027287511527538298
3,0,79,0.5837145879864692,0.2973043203353882,0.02519264128059149,0.025787249859422445
4,0,99,0.7201633334159852,0.2836756661534309,0.023433399479836227,0.024000750947743656
5,0,119,0.5775202184915542,0.257329285889864,0.02223677923902869,0.022751437779515982
6,0,139,0.6880162492394447,0.2695657156407833,0.02219939697533846,0.022738528344780205
7,0,159,0.5651351675391197,0.22656721621751785,0.020997387077659368,0.021450521517544986
8,0,179,0.5556106522679329,0.19544863179326058,0.02033877968788147,0.02072967691347003
9,1,19,0.645289757847786,0.22755500599741935,0.022490270249545575,0.022945380117744208
10,1,39,0.5725621476769447,0.20973444804549218,0.01994009641930461,0.020359565457329153
11,1,59,0.5624507620930672,0.19960762821137906,0.018849841272458433,0.019249056512489916
12,1,79,0.5576057866215706,0.1905799277126789,0.019513218197971582,0.01989437835291028
13,1,99,0.5580079838633537,0.16362309865653515,0.017763398587703705,0.018090644758194684
14,1,119,0.5483488216996193,0.1754162535071373,0.01911688195541501,0.01946771452203393
15,1,139,0.5472727522253991,0.17171242386102675,0.018292151484638454,0.018635576218366624
16,1,159,0.5445168033242226,0.15889680236577988,0.018028374714776873,0.018346168333664536
17,1,179,0.5493274569511414,0.16073151417076587,0.0177757712546736,0.01809723414480686
18,2,19,0.6320686385035514,0.17889288254082203,0.020393251115456222,0.020751037076115607
19,2,39,0.5441658914089202,0.15797180458903312,0.017482496658340098,0.017798440298065543
20,2,59,0.5438556492328643,0.15855621360242367,0.01736122495494783,0.01767833735793829
21,2,79,0.541290833055973,0.15307698734104633,0.017888372857123615,0.018194526759907605
22,2,99,0.5462969481945038,0.16246741637587547,0.017655181232839823,0.01798011581413448
23,2,119,0.5445010855793952,0.15179006569087505,0.019289883971214294,0.019593464210629463
24,2,139,0.5968007698655129,0.18127880319952966,0.0174441693816334,0.017806727066636087
25,2,159,0.54891407340765,0.14949404038488864,0.018657969776540995,0.01895695789717138
26,2,179,0.5466044276952744,0.15332232043147087,0.017885074438527226,0.018191719148308038
27,3,19,0.709237402677536,0.1844553265720606,0.02028249315917492,0.020651403907686473
28,3,39,0.5471908718347549,0.16713594757020472,0.016598649183288218,0.016932921251282096
29,3,59,0.5423073247075081,0.17247614338994027,0.01762600364163518,0.01797095574438572
30,3,79,0.544223839044571,0.16822012960910798,0.01734152128919959,0.017677961476147176
31,3,99,0.5476347148418427,0.1613512523472309,0.01697337329387665,0.017296075960621236
32,3,119,0.5396957352757454,0.15877338126301765,0.016797973634675147,0.017115520592778922
33,3,139,0.5404743671417236,0.14962463304400445,0.016535020619630813,0.016834269929677247
34,3,159,0.5377369582653045,0.14976700097322465,0.016998811066150664,0.017298344988375902
35,3,179,0.5399387702345848,0.14622169882059097,0.017076138081029056,0.017368581611663103
36,4,19,0.6195848941802978,0.17898917496204375,0.018388212472200394,0.01874619098380208
37,4,39,0.5381728127598763,0.14330337047576905,0.018073871731758118,0.018360478430986406
38,4,59,0.5395486935973167,0.14790133163332939,0.017266488494351508,0.01756229125894606
39,4,79,0.5432238504290581,0.16080558225512503,0.015982787078246474,0.0163043980486691
40,4,99,0.5433250486850738,0.15034619718790054,0.01612585815601051,0.016426550457254052
41,4,119,0.5375221580266952,0.14188130795955659,0.016582678817212582,0.01686644139699638
42,4,139,0.5367266640067101,0.13953641280531884,0.016777767986059188,0.017056840797886254
43,4,159,0.537805013358593,0.1324177898466587,0.016093310387805104,0.016358145978301764
44,4,179,0.5369406580924988,0.1317242354154587,0.01684029963798821,0.01710374802350998
45,5,19,0.6178321033716202,0.16096171885728836,0.018094262620434166,0.018416186142712832
46,5,39,0.5372182667255402,0.14285234063863755,0.0166099117603153,0.016895616287365557
47,5,59,0.5383509680628776,0.1414357490837574,0.01632590531371534,0.016608776850625874
48,5,79,0.5359814062714576,0.13837720453739166,0.016542534762993454,0.01681928928010166
49,5,99,0.5382748410105705,0.14877059385180474,0.016284188069403172,0.016581729287281632
50,5,119,0.5365412428975105,0.13683749437332154,0.01706171133555472,0.017335386434569954
51,5,139,0.5362019017338753,0.14208139926195146,0.016703508980572223,0.01698767193593085
52,5,159,0.5361040517687797,0.14329010397195815,0.01623578886501491,0.01652236911468208
53,5,179,0.5364656046032905,0.1443602994084358,0.016444599349051715,0.016733320057392122
54,6,19,0.617790213227272,0.1647331766784191,0.01799032520502806,0.01831979164853692
55,6,39,0.5354667797684669,0.14079885706305503,0.0168025191873312,0.017084116768091916
56,6,59,0.5376822754740715,0.13977168425917624,0.0167559249792248,0.01703546829521656
57,6,79,0.5356666505336761,0.13286896497011186,0.01655233995988965,0.016818077955394983
58,6,99,0.5358808517456055,0.1412792332470417,0.016070080921053886,0.01635263944044709
59,6,119,0.5354839608073234,0.13962089791893958,0.01607365272939205,0.01635289443656802
60,6,139,0.5362311214208603,0.13854172602295875,0.01649832711555064,0.016775410622358322
61,6,159,0.5358260750770569,0.14000769704580307,0.016595595236867666,0.016875610454007983
62,6,179,0.5363022118806839,0.14202324189245702,0.016464586835354567,0.016748633235692978
63,7,19,0.6162366360425949,0.16789008118212223,0.018036412401124836,0.01837219251319766
64,7,39,0.5364976763725281,0.14642124101519585,0.015962869906798006,0.016255712369456887
65,7,59,0.5356193646788597,0.14072546623647214,0.015557506820186973,0.015838957531377672
66,7,79,0.5354306399822235,0.13504684939980507,0.016672369092702866,0.016942462883889675
67,7,99,0.5355415061116219,0.14204127192497254,0.01608813414350152,0.01637221658602357
68,7,119,0.5355647951364517,0.13642532229423524,0.01659126174636185,0.016864112205803396
69,7,139,0.5363658800721168,0.13439977243542672,0.015748695563524963,0.01601749500259757
70,7,159,0.5352905467152596,0.13900123611092569,0.016134627861902118,0.016412630304694177
71,7,179,0.5356947183609009,0.13320737592875959,0.016333376755937934,0.01659979149699211
72,8,19,0.6170630723237991,0.16522972136735917,0.018074100371450186,0.018404559697955847
73,8,39,0.5364953264594078,0.1333653476089239,0.01595756565220654,0.016224296251311898
74,8,59,0.5349421411752701,0.13019064031541347,0.01680376515723765,0.017064146231859922
75,8,79,0.5352397039532661,0.13723521679639816,0.015681424597278237,0.015955895045772196
76,8,99,0.5365416005253791,0.1378796838223934,0.0158203661441803,0.016096125543117522
77,8,119,0.535073408484459,0.13610271438956262,0.015660503320395945,0.01593270865269005
78,8,139,0.535387322306633,0.1329160176217556,0.016438139602541924,0.016703971568495034
79,8,159,0.5356060937047005,0.13578698709607123,0.01613843338564038,0.016410007467493416
80,8,179,0.5349017903208733,0.13722043186426164,0.015698753390461208,0.01597319436259568
81,9,19,0.6163108423352242,0.17267784625291824,0.017662007268518208,0.018007362820208074
82,9,39,0.5351585373282433,0.14045888632535936,0.01542597902007401,0.015706896595656872
83,9,59,0.5356687754392624,0.13860287964344026,0.016062870528548955,0.016340076411142945
84,9,79,0.5357127383351326,0.14024859443306922,0.016745133372023702,0.017025630548596384
85,9,99,0.5353180646896363,0.14077679738402366,0.015496257413178682,0.01577781098894775
86,9,119,0.5343878045678139,0.14447508454322816,0.016047970531508325,0.016336920810863374
87,9,139,0.5353696539998054,0.14766147881746292,0.01610038597136736,0.016395708778873086
88,9,159,0.5355622500181199,0.14280708730220795,0.01587664377875626,0.01616225796751678
89,9,179,0.5365279719233513,0.141251839697361,0.015381680615246297,0.015664184233173728
90,10,19,0.615876242518425,0.1563982717692852,0.018656862108036874,0.018969658575952054
91,10,39,0.5361962810158729,0.13079502210021018,0.015788383316248655,0.016049973387271165
92,10,59,0.535315814614296,0.134349213168025,0.015966132981702685,0.016234831558540462
93,10,79,0.5346466645598411,0.13429891914129258,0.016332369530573487,0.016600967571139335
94,10,99,0.5347679182887077,0.138315661996603,0.015182661777362227,0.015459293173626066
95,10,119,0.5344317391514778,0.1429930306971073,0.015085680549964309,0.015371666476130485
96,10,139,0.5349074989557266,0.13836848139762878,0.016102276090532542,0.016379013191908598
97,10,159,0.5345334693789482,0.13961290419101716,0.015807376150041817,0.016086601931601763
98,10,179,0.5353544324636459,0.13878967836499215,0.015422339085489511,0.015699918521568178
99,11,19,0.6151496276259423,0.15813846737146378,0.01799109564162791,0.018307372368872164
100,11,39,0.5344779074192048,0.14021401181817056,0.015855906903743743,0.016136335022747517
101,11,59,0.5358845874667167,0.13646183162927628,0.016501435125246645,0.016774358786642553
102,11,79,0.535282526910305,0.14163457229733467,0.015748763969168068,0.016032033180817962
103,11,99,0.5348420605063439,0.13419624045491219,0.015814308961853384,0.016082701599225403
104,11,119,0.5347250461578369,0.1379268430173397,0.015368562936782838,0.015644416585564612
105,11,139,0.5345581099390984,0.1397202081978321,0.014997252356261015,0.015276692667976021
106,11,159,0.5354705318808556,0.14251021146774293,0.01616118191741407,0.016446202574297786
107,11,179,0.5353620886802674,0.14288791939616202,0.015569032169878483,0.015854808082804085
108,12,19,0.6152373403310776,0.16231559962034225,0.018142559146508575,0.018467190349474548
109,12,39,0.5344449356198311,0.1360167980194092,0.016084491880610584,0.016356525523588062
110,12,59,0.5352731168270111,0.13372180014848709,0.015276209358125925,0.01554365288466215
111,12,79,0.5345216482877732,0.13508246019482611,0.015210963599383832,0.01548112859018147
112,12,99,0.5357215747237205,0.1293489672243595,0.015748061379417776,0.016006759321317076
113,12,119,0.5351448699831962,0.13015855550765992,0.015859909867867828,0.016120227007195353
114,12,139,0.5353104919195175,0.13353521451354028,0.0162696763407439,0.01653674659319222
115,12,159,0.5348719462752343,0.14079010114073753,0.015553998108953238,0.01583557822741568
116,12,179,0.5362457647919655,0.1426915429532528,0.015418215468525887,0.01570359864272177
117,13,19,0.615253920853138,0.15319401137530803,0.017573802871629594,0.017880190908908845
118,13,39,0.5348280921578408,0.13303005285561084,0.015359102003276347,0.015625162282958627
119,13,59,0.5354822859168052,0.13592527583241462,0.01583900675177574,0.016110857436433434
120,13,79,0.5355526015162468,0.1390713334083557,0.015856113331392408,0.016134255891665818
121,13,99,0.5361217930912971,0.1392277181148529,0.015435954835265876,0.01571441041305661
122,13,119,0.5348885849118232,0.13424291536211969,0.016014944249764084,0.01628343011252582
123,13,139,0.5356418073177338,0.1378268852829933,0.016093754908069968,0.016369408881291746
124,13,159,0.5344639286398888,0.13900500982999803,0.01567205162718892,0.015950061613693833
125,13,179,0.5340560585260391,0.14193241372704507,0.015238680504262447,0.015522545436397195
126,14,19,0.6159642681479454,0.15422272123396397,0.01820628591813147,0.018514731572940944
127,14,39,0.5347283348441124,0.1412071853876114,0.015701997792348266,0.015984412236139178
128,14,59,0.534191757440567,0.1412756137549877,0.01526088104583323,0.015543432254344226
129,14,79,0.5342866346240044,0.1383806549012661,0.015471257362514734,0.01574801867827773
130,14,99,0.5342110052704812,0.13900490552186967,0.015706816548481585,0.015984826488420367
131,14,119,0.5348459675908088,0.14009630382061006,0.015320926159620284,0.015601118793711066
132,14,139,0.5342580080032349,0.13831633999943732,0.015458977362141014,0.015735610015690328
133,14,159,0.5348144859075546,0.13914790973067284,0.01521580466069281,0.015494100563228131
134,14,179,0.5347007110714912,0.13696010634303094,0.015959730418398977,0.01623365064151585
135,15,19,0.6145659610629082,0.1581697404384613,0.01790456920862198,0.018220908660441636
136,15,39,0.5345676898956299,0.1464656300842762,0.015018729213625192,0.015311660384759307
137,15,59,0.5343020588159562,0.13366953618824481,0.016188009874895215,0.016455349000170826
138,15,79,0.5344260662794114,0.14282856062054633,0.015556129766628147,0.015841786889359354
139,15,99,0.5344519555568695,0.1465049520134926,0.014529588492587208,0.014822598407045006
140,15,119,0.535196901857853,0.13871913254261017,0.015659692231565714,0.015937130711972714
141,15,139,0.5343894317746163,0.14055445790290833,0.01568405735306442,0.015965166222304105
142,15,159,0.5340515539050102,0.13679316118359566,0.016275287233293058,0.01654887362383306
143,15,179,0.534306526184082,0.13674096688628196,0.01543607348576188,0.015709555335342885
144,16,19,0.6148576408624649,0.16650992631912231,0.017081027617678046,0.017414047522470354
145,16,39,0.5344755172729492,0.14142922759056092,0.015369508741423487,0.015652367286384104
146,16,59,0.5345601439476013,0.13506853133440017,0.015897257532924414,0.016167394630610944
147,16,79,0.5340820550918579,0.1420782648026943,0.015103121660649777,0.015387278189882636
148,16,99,0.5340727418661118,0.13785975500941278,0.01568250167183578,0.015958221070468424
149,16,119,0.5347542628645897,0.13906296119093894,0.015381949953734875,0.015660075936466455
150,16,139,0.5344071477651596,0.1453854538500309,0.015811015060171484,0.016101786121726035
151,16,159,0.534575366973877,0.14022785276174546,0.015716319996863605,0.01599677577614784
152,16,179,0.5340582847595214,0.14236126244068145,0.015360314724966883,0.01564503707922995
153,17,19,0.6144023209810257,0.16922355368733405,0.01728864712640643,0.017627094499766828
154,17,39,0.533823436498642,0.1354180872440338,0.015552162518724799,0.015822998806834222
155,17,59,0.5347671940922737,0.1355688564479351,0.014941368345171213,0.015212505916133523
156,17,79,0.5340384230017662,0.1351372230798006,0.015513092698529362,0.01578336707316339
157,17,99,0.5343648314476013,0.13424449563026428,0.015837666299194097,0.01610615523532033
158,17,119,0.5342655077576637,0.13118524365127088,0.015443139988929034,0.01570551050826907
159,17,139,0.5342684209346771,0.1388945162296295,0.01535890158265829,0.015636690659448504
160,17,159,0.5356820821762085,0.12598770409822463,0.014784309221431613,0.015036284551024437
161,17,179,0.5338935017585754,0.12167955338954925,0.016080412687733768,0.01632377188652754
162,18,19,0.6141025558114052,0.14487128108739852,0.018529325909912586,0.018819068325683475
163,18,39,0.5339013054966927,0.12808515839278697,0.015532329492270947,0.015788499731570482
164,18,59,0.5343425080180169,0.13263831660151482,0.015549966786056756,0.015815243450924756
165,18,79,0.5346560940146446,0.13277605585753918,0.015461055655032396,0.015726607805117965
166,18,99,0.5338536083698273,0.1377699203789234,0.015303588658571243,0.015579128498211503
167,18,119,0.5339446678757668,0.14447547495365143,0.015145155554637312,0.015434106485918165
168,18,139,0.5342143461108207,0.13949526324868203,0.015219486178830266,0.015498476615175606
169,18,159,0.5342020586133003,0.13382260091602802,0.014670868683606387,0.014938513794913889
170,18,179,0.5341627329587937,0.13472787998616695,0.015902791172266006,0.016172247007489204
171,19,19,0.6141348242759704,0.15447700545191764,0.01792564825154841,0.01823460212908685
172,19,39,0.5338997825980186,0.13164502158761024,0.016624094638973474,0.016887384792789818
173,19,59,0.534584854543209,0.13498761355876923,0.015167438238859177,0.015437413332983851
174,19,79,0.5348442539572715,0.13555835410952569,0.015470714028924703,0.015741830691695213
175,19,99,0.5341960221529007,0.13387044407427312,0.015575387375429272,0.015843128226697444
176,19,119,0.5337808653712273,0.1423124261200428,0.01578714158385992,0.016071766382083297
177,19,139,0.5339614927768708,0.14202361926436424,0.015155296446755529,0.015439343685284258
178,19,159,0.534474040567875,0.13360646218061448,0.014928339002653956,0.015195551840588451
179,19,179,0.5340677484869957,0.14080296829342842,0.014776415470987559,0.015058021293953061
180,20,19,0.6141517609357834,0.1612770713865757,0.01668359851464629,0.017006152682006358
181,20,39,0.5341849252581596,0.1411042906343937,0.01471212636679411,0.014994334802031517
182,20,59,0.5339540645480156,0.14272525534033775,0.015037228586152196,0.015322679094970227
183,20,79,0.5342800781130791,0.1368639312684536,0.015462715132161974,0.01573644308373332
184,20,99,0.5341170132160187,0.14238945692777633,0.015354123711586,0.01563890278339386
185,20,119,0.5345619261264801,0.13244564458727837,0.015499220788478851,0.015764112072065472
186,20,139,0.534243355691433,0.13418281115591527,0.01564093129709363,0.015909296832978724
187,20,159,0.5337459102272988,0.13143797144293784,0.015815872931852937,0.01607874883338809
188,20,179,0.5336631953716278,0.13753213807940484,0.015619170758873225,0.015894235158339143
189,21,19,0.614108981192112,0.1574853777885437,0.017578585585579277,0.01789355631917715
190,21,39,0.5339467853307724,0.134757724031806,0.015423181233927608,0.015692696813493966
191,21,59,0.5337487801909446,0.14444078132510185,0.015472010849043727,0.01576089239679277
192,21,79,0.5346969768404961,0.137525824457407,0.015141900395974517,0.015416952082887292
193,21,99,0.5342379093170166,0.15000086799263954,0.015589544316753745,0.015889546182006598
194,21,119,0.5344882041215897,0.14440611824393274,0.014367402251809835,0.01465621441602707
195,21,139,0.5339704230427742,0.13350910246372222,0.016042143385857344,0.016309161484241486
196,21,159,0.5338737472891808,0.13864065408706666,0.015562781738117338,0.015840062964707614
197,21,179,0.5344721883535385,0.13678883537650108,0.01605899934656918,0.016332577168941497
198,22,19,0.6138349398970604,0.1639232464134693,0.017066246084868907,0.017394092539325355
199,22,39,0.5340263307094574,0.14388653934001921,0.014742370834574104,0.015030143922194839
200,22,59,0.534222437441349,0.13693932592868804,0.01576924682594836,0.016043125418946147
201,22,79,0.5335661321878433,0.13213510066270828,0.01630052151158452,0.016564791509881615
202,22,99,0.5354430407285691,0.12586294002830983,0.014762206841260195,0.015013932902365922
203,22,119,0.534406752884388,0.1253074448555708,0.015326583664864302,0.015577198565006256
204,22,139,0.5338074132800102,0.1215790756046772,0.015481651527807117,0.015724809700623156
205,22,159,0.533635550737381,0.13151472806930542,0.014704520581290126,0.014967550057917833
206,22,179,0.5335599958896637,0.12234989367425442,0.016007295157760382,0.01625199504196644
207,23,19,0.6135770455002785,0.14989753663539887,0.017291117226704955,0.0175909124314785
208,23,39,0.5341121837496757,0.13677363023161887,0.01469030654989183,0.014963853778317571
209,23,59,0.5337748050689697,0.1406659923493862,0.01524192509241402,0.015523256920278072
210,23,79,0.5342800661921501,0.13063963875174522,0.015610555885359645,0.015871835174039006
211,23,99,0.5335846394300461,0.13414320200681687,0.015107228327542544,0.015375514747574925
212,23,119,0.5337843060493469,0.12946435064077377,0.01571465809829533,0.01597358672879636
213,23,139,0.5340213373303413,0.12937598377466203,0.01534967408515513,0.015608426136896014
214,23,159,0.5337242767214775,0.13180150762200354,0.01525428043678403,0.01551788356155157
215,23,179,0.5336111828684806,0.12607754468917848,0.015730074094608425,0.01598222926259041
216,24,19,0.6135598108172416,0.15690812170505525,0.017186663579195738,0.017500479891896247
217,24,39,0.534255427122116,0.13396185897290708,0.014778080815449356,0.015046004531905055
218,24,59,0.5337151899933815,0.12484961971640587,0.016152478521689773,0.016402177745476365
219,24,79,0.5336579650640487,0.13550798892974852,0.01608482194133103,0.016355837928131223
220,24,99,0.5345442026853562,0.14180435985326767,0.015071093197911977,0.015354702016338706
221,24,119,0.5341138854622841,0.13558103665709495,0.01496875286102295,0.015239915112033486
222,24,139,0.5344022825360298,0.14133708253502847,0.014903575694188476,0.015186249883845449
223,24,159,0.5345605731010437,0.12214483842253684,0.015592569997534157,0.015836859541013836
224,24,179,0.5334776118397713,0.12733455374836922,0.015501221967861056,0.015755891101434827
225,25,19,0.6136498779058457,0.14709596745669842,0.01741151730529964,0.017705709394067525
226,25,39,0.5339602425694465,0.13595137000083923,0.014837336633354426,0.015109239518642426
227,25,59,0.5334152624011039,0.12606268152594566,0.01583578367717564,0.016087908996269107
228,25,79,0.5341937571763993,0.12848502062261105,0.015430865157395602,0.015687835216522217
229,25,99,0.5335999757051468,0.13413618877530098,0.015305234119296074,0.015573506522923709
230,25,119,0.5333413407206535,0.13812343776226044,0.015878263907507063,0.016154510760679842
231,25,139,0.5335295259952545,0.13219307437539102,0.015728528471663596,0.015992914605885745
232,25,159,0.5334954902529716,0.1306600920855999,0.015359141724184155,0.015620461944490672
233,25,179,0.5339904263615608,0.1314503401517868,0.015292743500322104,0.015555644314736128
234,26,19,0.6140382781624794,0.15037742741405963,0.017497895332053304,0.017798650171607734
235,26,39,0.5335668250918388,0.13073686510324478,0.015161128761246801,0.015422602510079741
236,26,59,0.5335731104016304,0.12716850228607654,0.015461335377767681,0.015715672448277474
237,26,79,0.5334756821393967,0.12839500643312932,0.01522344877012074,0.015480238711461425
238,26,99,0.5335588857531548,0.13687290027737617,0.0151749431155622,0.015448688995093107
239,26,119,0.5336146384477616,0.12950986064970493,0.01505726957693696,0.015316289523616433
240,26,139,0.533551174402237,0.13131210543215274,0.015146478172391653,0.015409102430567145
241,26,159,0.5334101691842079,0.13747597634792327,0.014913516119122505,0.015188468201085926
242,26,179,0.5339333325624466,0.13060498237609863,0.01607448058202863,0.016335690720006825
243,27,19,0.6140187293291092,0.15656535774469377,0.017264527129009367,0.017577657802030446
244,27,39,0.5334501385688781,0.14074665755033494,0.014695672877132892,0.014977166149765252
245,27,59,0.5336436942219734,0.14032292887568473,0.014830663288012146,0.015111309150233865
246,27,79,0.5338834702968598,0.13084506206214427,0.015555163053795696,0.01581685319542885
247,27,99,0.5337784841656685,0.12989477664232255,0.015410761395469309,0.015670550940558314
248,27,119,0.5336802065372467,0.14613471999764444,0.014941490115597844,0.015233759488910436
249,27,139,0.5333928793668747,0.1328701213002205,0.015440762555226684,0.015706502739340066
250,27,159,0.5338173016905785,0.13038184866309166,0.015654149651527404,0.01591491331346333
251,27,179,0.5340047121047974,0.13010131046175957,0.015313004655763508,0.015573207288980484
252,28,19,0.613589896261692,0.1545088291168213,0.01737347380258143,0.017682491475716232
253,28,39,0.5334982842206955,0.13847088329494,0.01520122429355979,0.015478166053071618
254,28,59,0.5334503829479218,0.1261337909847498,0.015418434515595436,0.015670702187344433
255,28,79,0.5335969164967537,0.13711074739694595,0.015283691696822643,0.015557913016527892
256,28,99,0.5335092842578888,0.13056135401129723,0.0156127386726439,0.015873861405998467
257,28,119,0.5337077170610428,0.13813301250338555,0.015499639697372914,0.015775905828922986
258,28,139,0.5335631564259529,0.13314030840992927,0.015651616733521223,0.015917897364124654
259,28,159,0.533680959045887,0.13368021473288536,0.01501584923826158,0.015283209644258023
260,28,179,0.5335571050643921,0.14216386750340462,0.014631459210067987,0.01491578696295619
261,29,19,0.6134553655982018,0.16605669930577277,0.0167016149032861,0.017033728258684277
262,29,39,0.5334610283374787,0.14074569791555405,0.014978057751432062,0.01525954930111766
263,29,59,0.5335695311427117,0.12892734594643115,0.015754403732717037,0.016012258408591152
264,29,79,0.5341147914528847,0.13159065693616867,0.015540964063256979,0.01580414534546435
265,29,99,0.5333933308720589,0.14594740718603133,0.014769697887822985,0.015061592869460582
266,29,119,0.5334216266870498,0.13551221266388894,0.015680593764409424,0.015951618226245044
267,29,139,0.5335695579648018,0.1407719224691391,0.015211114846169948,0.015492658829316497
268,29,159,0.5334730729460716,0.13408441804349422,0.01529128486290574,0.01555945361033082
269,29,179,0.5337503120303154,0.13400517255067826,0.01586319408379495,0.016131204646080734
270,30,19,0.6135507017374039,0.15245915055274964,0.017563468404114248,0.017868386581540108
271,30,39,0.5334986045956611,0.13759659007191657,0.0149656199850142,0.015240813232958316
272,30,59,0.5340099796652794,0.13156001940369605,0.015402288921177388,0.01566540910862386
273,30,79,0.533262088894844,0.12580097056925296,0.015291290311142802,0.015542892133817076
274,30,99,0.5335353568196297,0.13121194243431092,0.015261785080656409,0.015524209011346102
275,30,119,0.533340933918953,0.126892739161849,0.015889553306624293,0.016143338941037654
276,30,139,0.5334965795278549,0.1289941493421793,0.015632876334711908,0.01589086460880935
277,30,159,0.5335024043917656,0.13706318587064742,0.01528015872463584,0.015554285002872347
278,30,179,0.5334764331579208,0.13281531892716886,0.015431003738194704,0.0156966345384717
279,31,19,0.6134419843554497,0.1493618931621313,0.017720053205266595,0.01801877710968256
280,31,39,0.5336809247732163,0.13293391950428485,0.01510054673999548,0.015366414422169327
281,31,59,0.5334184855222702,0.13575828298926354,0.015418884763494133,0.01569040142931044
282,31,79,0.5333758190274238,0.1314365856349468,0.01551677375100553,0.015779646951705216
283,31,99,0.5342327311635018,0.12816382125020026,0.015194538608193397,0.015450866427272558
284,31,119,0.533416323363781,0.13019906282424926,0.014960703393444418,0.015221101604402066
285,31,139,0.5333970665931702,0.12732100896537304,0.015169796720147132,0.01542443884536624
286,31,159,0.5334746539592743,0.12853214852511882,0.015344777330756187,0.015601841500028968
287,31,179,0.5334625959396362,0.1380054846405983,0.014894026890397071,0.015170038025826216
288,32,19,0.6133959546685219,0.15473425313830375,0.017429601633921266,0.017739070113748312
289,32,39,0.5337750628590584,0.13303623646497725,0.015750699676573277,0.016016772063449026
290,32,59,0.5337219759821892,0.12228497415781021,0.015816473681479693,0.01606104359962046
291,32,79,0.5333589226007461,0.12783100679516793,0.01558932992629707,0.015844992035999893
292,32,99,0.5334595635533332,0.12732960134744645,0.015873442916199566,0.016128102084621787
293,32,119,0.5335141986608505,0.13465622253715992,0.015350603312253953,0.015619915770366788
294,32,139,0.5332527413964272,0.1395869806408882,0.01431481153704226,0.014593985583633184
295,32,159,0.5331893101334572,0.14147126004099847,0.014815135532990098,0.015098078083246947
296,32,179,0.5336082592606545,0.13379794508218765,0.015039165550842882,0.015306761395186186
297,33,19,0.6135626688599587,0.14719141721725465,0.018377766804769637,0.018672149581834673
298,33,39,0.5335411071777344,0.13432001695036888,0.014963936340063811,0.015232576383277774
299,33,59,0.5332136943936348,0.13419082909822463,0.015194171154871584,0.015462552942335606
